movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon,genre,language,director,writer,actors,keywords
2383,"To Sir, with Love",1967,1h 45min,Approved,engineer mark thackeray arrives teach totally undisciplined class east end school still hoping good engineering job hopeful long starts implementing brand classroom discipline forcing pupils treat respect inevitably begins getting involved students personal lives must avoid advances amorous student winning tough decide comes,https://m.media-amazon.com/images/M/MV5BMTE1NmU5NjctNGQ3Yy00MWYzLWEzOTUtZmE2N2NmOTEwODE4XkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_.jpg,https://www.youtube.com/embed/yruJf79dudQ,False,False,False,Drama,English,JakeScott,E.R.Braithwaite JamesClavell,SuzyKendall ChristianRoberts AnnBell SidneyPoitier JudyGeeson,"Engineer Mark Thackeray arrives to teach a totally undisciplined class at an East End school. Still hoping for a good engineering job, he's hopeful that he won't be there long. He starts implementing his own brand of classroom discipline: forcing the pupils to treat each other with respect. Inevitably he begins getting involved in the students' personal lives, and must avoid the advances of an amorous student while winning over the class tough. What will he decide when the engineering job comes through?"
2384,Boiler Room,2000,2h,R,seth davis college dropout running illegal casino rented apartment driven domineering father disapproval illegitimate existence desire serious wealth suddenly finds seduced opportunity interview trainee stock broker recent acquaintance greg nicky katt . walking offices jt marlin small time brokerage firm outskirts new york gets aggressive cameo performance jim ben affleck sets tone clearly placing money else fractured relationship flirtatious glances love interest abbie nia long enough keep motivated newfound career begins excel develop hard sale high commission chance encounters lead question legitimacy operations odds remains morality homages wall street glengarry glen ross decent debut feature younger whose script exposes truly sinister side already immoral business,https://m.media-amazon.com/images/M/MV5BYWQ2NDY3NjQtMTY3NS00M2VhLThlOTQtOGE4NzczY2RlYzg3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/kgCLG4gCAvI,False,False,False,Thriller Crime Drama,English Russian,BarbraStreisand,BenYounger,GiovanniRibisi VinDiesel NiaLong NickyKatt ScottCaan,"Seth Davis is a college dropout running an illegal casino from his rented apartment. Driven by his domineering father's disapproval at his illegitimate existence and his desire for serious wealth, Seth suddenly finds himself seduced by the opportunity to interview as a trainee stock broker from recent acquaintance Greg (Nicky Katt). Walking into the offices of JT Marlin, a small time brokerage firm on the outskirts of New York - Seth gets an aggressive cameo performance from Jim (Ben Affleck) that sets the tone for a firm clearly placing money above all else. Seth's fractured relationship with his father and flirtatious glances from love interest Abbie (Nia Long) are enough to keep Seth motivated in his newfound career. As he begins to excel and develop a love for the hard sale and high commission, a few chance encounters lead Seth to question the legitimacy of the firm's operations - placing him once again at odds with his father and what remains of his morality. With homages to Wall Street, and Glengarry Glen Ross, it's a decent debut feature for Ben Younger whose script exposes a truly sinister side of an already immoral business."
2385,Pitch Black,2000,1h 49min,R,space transport vessel hunter gratzner carrying 40 people board crashes desert planet ship struck meteor storm 11 survivors among pilot carolyn fry assumed command captain killed   bounty william j johns religious man abu al walid antiques dealer paris p ogilvie runaway teenager jack settlers john zeke ezekiel lover sharon shazza montgomery richard b riddick dangerous escaped convict marooned discover barren hot scape sunlight three suns must find food water worry hunted flesh eating alien inhabitants engulfed darkness happens every 22 years emerge underground hunt eat signs life best chance survival surgically enhanced eyes allow see dark set way escaping getting escape shuttle get eaten creatures surface,https://m.media-amazon.com/images/M/MV5BNTNmYzE1OWYtZDdjNC00OTdhLTg1YjUtYWJlZTVkMzkzNmVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/XQ8RMEC6S2E,False,False,False,Thriller Horror Action Sci-Fi,English Arabic,DavidPrice,JimWheat KenWheat DavidTwohy,RadhaMitchell ColeHauser VinDiesel KeithDavid LewisFitz-Gerald,"The space transport vessel Hunter-Gratzner carrying 40 people on-board crashes on a desert planet when the ship is struck in a meteor storm. There are only 11 survivors, among them are pilot Carolyn Fry (Who has assumed command after the ship's captain is killed), bounty hunter William J. Johns, religious man Abu Al-Walid, Antiques dealer Paris P. Ogilvie, runaway teenager Jack, settlers John 'Zeke' Ezekiel and his lover Sharon 'Shazza' Montgomery, and Richard B. Riddick, a dangerous escaped convict. Marooned, the survivors discover the barren and hot desert-scape has sunlight from three suns. Not only must they find food and water and worry about Riddick, the survivors find themselves being hunted by the planet's flesh-eating alien inhabitants when the planet is engulfed in darkness, which happens every 22 years, as they emerge from underground to hunt and eat all signs of life. Fry and the survivors find Riddick is their best chance of survival, as Riddick has surgically-enhanced eyes that allow him to see in the dark as they set out to find a way of escaping from the planet and getting to an escape shuttle, before they all get eaten by the creatures on the surface."
2386,The Whole Nine Yards,2000,1h 38min,R,montreal canada luck dentist oz oseransky matthew perry   discovers new neighbor jimmy tulip tudeski bruce willis former mob contract killer turned police informant upon whose head hungarian put steep price egged loathsome wife sophie rosanna arquette sets chicago let know hopefully claim part reward,https://m.media-amazon.com/images/M/MV5BMjA4Nzk4NzU4MF5BMl5BanBnXkFtZTYwNzU0MDc3._V1_.jpg,https://www.youtube.com/embed/671bZc4jX7g,False,False,False,Comedy Crime,Spanish English French,JonathanDarby,MitchellKapner,NatashaHenstridge MichaelClarkeDuncan RosannaArquette BruceWillis MatthewPerry,"Montreal, Canada. A down-on-his luck dentist, Oz Oseransky (Matthew Perry), discovers that his new neighbor is Jimmy The Tulip Tudeski (Bruce Willis), former mob-contract-killer-turned-police-informant upon whose head the Hungarian mob has put a steep price. Egged on by his loathsome wife, Sophie (Rosanna Arquette), Oz sets off to Chicago to let the mob know where The Tulip is and hopefully claim part of the reward."
2387,Beautiful People,1999,1h 47min,R,london october 1993 england playing holland preliminaries world cup bosnian war height refugees ex yugoslavia arriving football rivals political adversaries balkans precipitate conflict amusing situations meanwhile lives four english families affected different ways encounter one improbably becomes involved balkan refugee vs match,https://m.media-amazon.com/images/M/MV5BMTIxNjg4MjA1MV5BMl5BanBnXkFtZTYwNzU0OTk4._V1_.jpg,https://www.youtube.com/embed/6UTZTKoZmM8,False,False,False,Comedy Drama War,English,JamieUys,JasminDizdar,ThomasGoodridge FarukPruti TonyPeters DadoJehan RosalindAyres,"In London, during October 1993, England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height, and refugees from the ex-Yugoslavia are arriving. Football rivals, and political adversaries from the Balkans all precipitate conflict and amusing situations. Meanwhile, the lives of four English families are affected in different ways by encounter with the refugees; one of the families improbably becomes involved with a Balkan refugee through the England vs. Holland match."
2388,Blue Collar,1978,1h 54min,R,three workers zeke richard pryor   jerry harvey keitel smokey yaphet kotto working car plant drinking beers together one night steal away wives fun get idea rob local union bureau safe first think flop six hundred dollars realizes also gotten hot material decide blackmail best reason provoked fact claims lost ten thousand robbery,https://m.media-amazon.com/images/M/MV5BOTFiMDQ4NzMtZjdhYi00ODliLWE0OTAtMmU1OTI0YTYyMTY4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/P1zuIEjgfzI,False,False,False,Crime Drama,English,PaulMorrissey,PaulSchrader LeonardSchrader SydneyA.Glass,RichardPryor HarveyKeitel YaphetKotto EdBegleyJr. HarryBellaver,"Three workers, Zeke (Richard Pryor), Jerry (Harvey Keitel), and Smokey (Yaphet Kotto), are working at a car plant and drinking their beers together. One night, when they steal away from their wives to have some fun, they get the idea to rob the local union's bureau safe. First they think it is a flop, because they get only six hundred dollars out of it, but then Zeke realizes that they also have gotten some hot material. They decide to blackmail their union. The best reason for that is the union itself. All three are provoked by the fact that the union claims to have lost ten thousand dollars by their robbery."
2389,The Circus,1928,1h 12min,Passed,tramp finds circus promptly chased around police think pickpocket running bigtop accidental sensation hilarious efforts elude owner immediately hires discovers cannot funny purpose takes advantage situation making janitor happens always showtime unaware exploitation falls lovely acrobatic stepdaughter abused father chances seem good dashing rival comes charlie feels compete,https://m.media-amazon.com/images/M/MV5BM2QwYWQ0MWMtNzcwOC00N2Q2LWE1MDEtZmQxZjhiM2U1YzFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/YEIzkT1eFgc,False,False,False,Romance Comedy,English,CarolReed,CharlesChaplin,GeorgeDavis HarryCrocker AlErnestGarcia MernaKennedy CharlesChaplin,"The Tramp finds himself at a circus where he is promptly chased around by the police who think he is a pickpocket. Running into the Bigtop, he is an accidental sensation with his hilarious efforts to elude the police. The circus owner immediately hires him, but discovers that the Tramp cannot be funny on purpose, so he takes advantage of the situation by making the Tramp a janitor who just happens to always be in the Bigtop at showtime. Unaware of this exploitation, the Tramp falls for the owner's lovely acrobatic stepdaughter, who is abused by her father. His chances seem good, until a dashing rival comes in and Charlie feels he has to compete with him."
2390,City Lights,1931,1h 27min,G,tramp falls love beautiful blind girl family financial trouble friendship wealthy man allows benefactor suitor,https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/SNiBCXbTu5A,False,False,False,Drama Romance Comedy,English None,CarolReed,CharlesChaplin HarryCarr HarryCrocker,CharlesChaplin VirginiaCherrill FlorenceLee HarryMyers AlErnestGarcia,A tramp falls in love with a beautiful blind girl. Her family is in financial trouble. The tramp's on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.
2391,The Flamingo Kid,1984,1h 40min,PG-13,set brooklyn 1963 jeffrey willis finished high school quite sure future holds parents expect go college starting find close knit family stifling gets summer job flamingo beach club meets phil brody successful car dealer fills head ideas make fortune everything would like popular rich best gin rummy player ever seen coming age includes romance pretty carla samson shine philosophy life wears uncovers significant flaw character,https://m.media-amazon.com/images/M/MV5BY2IyNDI0YjYtNGFiMi00YWIxLTkyMjgtNDdkMjY2YjM5YzBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/Kf6kjsSgd38,False,False,False,Drama Comedy Romance,English,FredOlenRay,NealMarshall GarryMarshall BoGoldman,MarthaGehman MollyMcCarthy RichardCrenna MattDillon HectorElizondo,"Set in Brooklyn, 1963, Jeffrey Willis has just finished high school and isn't quite sure what the future holds. His parents expect him to go to college but he is starting to find his close-knit family stifling. He gets a summer job at the Flamingo beach club where he meets Phil Brody, a successful car dealer who fills Jeffrey's head with ideas about how to make his fortune. Phil is everything Jeffrey would like to be - popular, rich and the best gin rummy player the club has ever seen. Jeffrey's coming of age includes a romance with the very pretty Carla Samson, but the shine on Phil Brody's philosophy of life wears off when he uncovers a significant flaw in his character."
2392,The Kid,1921,1h 8min,Passed,opening title reads comedy smile -- perhaps tear leaves charity hospital passes church wedding edna deposits new baby pleading note limousine goes commit suicide limo stolen thieves dump garbage charlie tramp finds makes home five years later become opera star work slum youngsters hope finding boy doctor called discovers truth kid reports authorities come take away arrives orphan asylum steals back takes flophouse proprietor reward awakened kind policeman reunites mansion,https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://www.youtube.com/embed/3TIIFxoY5os,False,False,False,Comedy Drama Family,English None,CarolReed,CharlesChaplin,CharlesChaplin EdnaPurviance JackieCoogan CarlMiller AlbertAustin,"The opening title reads: A comedy with a smile--and perhaps a tear. As she leaves the charity hospital and passes a church wedding, Edna deposits her new baby with a pleading note in a limousine and goes off to commit suicide. The limo is stolen by thieves who dump the baby by a garbage can. Charlie the Tramp finds the baby and makes a home for him. Five years later Edna has become an opera star but does charity work for slum youngsters in hope of finding her boy. A doctor called by Edna discovers the note with the truth about the Kid and reports it to the authorities who come to take him away from Charlie. Before he arrives at the Orphan Asylum Charlie steals him back and takes him to a flophouse. The proprietor reads of a reward for the Kid and takes him to Edna. Charlie is later awakened by a kind policeman who reunites him with the Kid at Edna's mansion."
